Alarm Name,Severity,Description,Route To,Explanation,Recommended Action
EvtMsgExceptionError,ERROR_ALARM,Fatal error: Exception caught in %1.,Event Log,Fatal error: Exception caught.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMsgFindtaggedcomponentFailed,ERROR_ALARM,Unable to get the named component %1 from the Conversation Manager.,Event Log,Unable to get the named component from the Conversation Manager.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMsgLicErrorUnexpectedException,ERROR_ALARM,"There was an unexpected issue in %1 while retrieving license information. If this issue persists, please contact technical support.",Event Log,There was an unexpected issue while retrieving license information.,"If this issue persists, please contact technical support."
EvtMsgMemoryError,ERROR_ALARM,Fatal memory error. The system may be low on virtual memory. Close applications and restart Cisco Unity Connection.,Event Log,Fatal memory error. The system may be low on virtual memory.,Close applications and restart Cisco Unity Connection.
EvtMsgMiuPortOnline,INFORMATIONAL_ALARM,Port %1 was in a failure state but it received an incoming call. It will no longer be prevented from being used for dialing out.,Event Log,Port was in a failure state but it received an incoming call. It will no longer be prevented from being used for dialing out.,None
EvtMsgMWICodesNotConfigured,ERROR_ALARM,Port %1 is configured to perform MWI and its port group allows MWI but the port group has no MWI codes configured. No MWI will go out on this port.,Event Log,This is an inconsistency with the desired functionality of this port. The port is configured to perform MWI and is on a port group that allows MWI but that port group has no MWI codes configured.,"If it is desired that the port be used for MWI, add the MWI codes on the Port Group page in Cisco Unity Administration. If it is desired that the port not be used for MWI, either disable MWI for the Port Group or disable MWI for the port."
EvtMsgMwiFailureResources,ERROR_ALARM,"Failed to set message waiting lamp for %1, ext %2, switch %3, reason: no suitable port. Use Cisco Unity Connection Administration to verify the MWI port configuration.",Event Log,"Failed to set message waiting lamp, reason: no suitable port.",Use Cisco Unity Connection Administration to verify the MWI port configuration.
EvtMsgMwiFailureSetmwi,ERROR_ALARM,"Failed to set message waiting lamp for %1, ext %2, switch %3. TECHNICAL DETAILS: SetMWI failed with %4.",Event Log,Failed to set message waiting lamp.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMsgNodiag,INFORMATIONAL_ALARM,Component diagnostic setting %1 not found. Diagnostics are disabled.,Event Log,Component diagnostic setting not found. Diagnostics are disabled.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMsgNoMbxResynch,INFORMATIONAL_ALARM,Discarding request to resynchronize user mailboxes due to resynchronize already in progress.,Event Log,Discarding request to resynchronize user mailboxes due to resynchronize already in progress.,None
EvtMsgNoMsgdlvPorts,WARNING_ALARM,"No ports found with Message Delivery capabilities. No Message Delivery dialouts will occur. If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities.",Event Log,No ports found with Message Delivery capabilities. No Message Delivery dialouts will occur.,"If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities."
EvtMsgNoMwiPorts,WARNING_ALARM,"No ports found with MWI capabilities. No message waiting lamp dialouts will occur. If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities. Note that serial and some digital MWI do not require dialouts.",Event Log,No ports found with MWI capabilities. No message waiting lamp dialouts will occur.,"If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities."
EvtMsgNoPagerPorts,ERROR_ALARM,"No ports found with Message Delivery capabilities. No Pager dialouts will occur. If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities. Note that Text Pager notifications do not require dialouts.",Event Log,No ports found with Message Delivery capabilities. No Pager dialouts will occur.,"If this is unexpected, use Cisco Unity Connection Administration to change the port capabilities. Note that Text Pager notifications do not require dialouts."
EvtMsgNoSwitchResynch,INFORMATIONAL_ALARM,Discarding request to resynchronize user mailboxes with MWI on switch %1 due to resynchronize already in progress.,Event Log,Discarding request to resynchronize user mailboxes with MWI due to resynchronize already in progress.,None
EvtMsgPusheventfailed,ERROR_ALARM,Failed to send result of notification to Connection Notifier (error=%1). The system may be low on virtual memory. Close applications and restart Cisco Unity Connection.,Event Log,Failed to send result of notification to Connection Notifier. The system may be low on virtual memory.,Restart Cisco Unity Connection.
EvtMsgQueryinterfaceFailed,ERROR_ALARM,Unable to get the %1 interface.,Event Log,Component doesn't support the expected interface.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMsgRecordingDiscarded,INFORMATIONAL_ALARM,A message recording was discarded for not meeting the minimum recording length of [%1]. Message details: %2,Event Log,"A message recording was expected, but nothing of sufficient length to constitute a valid message was recorded. This may occur is the caller remains silent when asked to record, or if the caller hangs up shortly after the record beep is played.",None
EvtMsgRegResourceVpFailed,ERROR_ALARM,"Failed to register resource 'voice ports', hr=[%1]. Turn on ResourceManager diagnostics to troubleshoot.",Event Log,Failed to register resource 'voice ports'.,Turn on ResourceManager diagnostics to troubleshoot.
EvtMsgResourceDisabled,ERROR_ALARM,Port %1 temporarily disabled. Dialouts will not go out on this port temporarily.,Event Log,Port temporarily disabled. Dialouts will not go out on this port temporarily.,None
EvtMsgResourceReenabled,INFORMATIONAL_ALARM,Port %1 re-enabled after being temporarily disabled. Dialouts will resume on this port.,Event Log,Port re-enabled after being temporarily disabled. Dialouts will resume on this port.,None
EvtMsgRoutingtableFindFailed,ERROR_ALARM,[%1] No rule could be found in the call routing table starting at rule %2 to satisfy the call.,Event Log,No rule could be found in the call routing table to satisfy the call.,Verify that default routing rules rule exists.
EvtMsgStopTakingCalls,INFORMATIONAL_ALARM,Administrator initiated Stop Taking Calls Action.,Event Log,Administrator initiated Stop Taking Calls Action.,None
EvtMsgThreadGetnewcallFailed,ERROR_ALARM,"Request for a new call failed, hr=[%1]. Turn on MIU diagnostics to troubleshoot.",Event Log,Request for a new call failed.,Turn on MIU diagnostics to troubleshoot.
EvtMsgWarnErrorAlert,ERROR_ALARM,The periodic task %1 generated either an error or warning alert. See https://%2/cuadmin/task-definition.do?op=readResults&objectId=%3&vmsServerObjectId=%4 for more information.,Event Log,The periodic task generated either an error or warning alert.,See Cisco Unity Connection Administration for more information.
EvtMtaDbeventException,ERROR_ALARM,Unexpected exception thrown in DBEvent Client. Exception %1. Read-receipt generation will be delayed up to 1 minute.,Event Log,Unexpected exception thrown in DBEvent Client. Read-receipt generation will be delayed up to 1 minute.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaDbeventInit,ERROR_ALARM,The connection to Connection DB Event Publisher could not be initialized. Function Name=%1. Error Code=%2. Read-receipt generation will be delayed up to 1 minute.,Event Log,The connection to Connection DB Event Publisher could not be initialized. Read-receipt generation will be delayed up to 1 minute.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaDbeventRestart,INFORMATIONAL_ALARM,The connection to Connection DB Event Publisher has been re-established.,Event Log,The connection to Connection DB Event Publisher has been re-established.,None
EvtMtaDbeventStart,INFORMATIONAL_ALARM,The connection to Connection DB Event Publisher has been established.,Event Log,The connection to Connection DB Event Publisher has been established.,None
EvtMtaDbeventStop,ERROR_ALARM,The connection to Connection DB Event Publisher has been broken. Read-receipt generation will be delayed up to 1 minute.,Event Log,The connection to Connection DB Event Publisher has been broken. Read-receipt generation will be delayed up to 1 minute.,None
EvtMtaImportRecpDeliverError,ERROR_ALARM,"The message could not be imported because message delivery failed for the recipient (%1). Message delivery can fail for various reasons, which include the recipient mailbox being over quota, or the recipient mailbox being dismounted. See the MTA trace log for more information. Message Sender=%2.",Event Log,"The message could not be imported because message delivery failed for the recipient. Message delivery can fail for various reasons, which include the recipient mailbox being over quota, or the recipient mailbox being dismounted.",See the MTA trace log for more information.
EvtMtaImportRecpResolveError,ERROR_ALARM,The message could not be imported because message recipient (%1) could not be resolved. Message Sender=%2.,Event Log,The message could not be imported because message recipient could not be resolved.,None
EvtMtaStartupConfigfileError,ERROR_ALARM,MTA could not read its configuration file. Exception caught (%1). The MTA service is being stopped.,Event Log,MTA could not read its configuration file. Exception caught. The MTA service is being stopped.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaStartupDirectoryError,ERROR_ALARM,The MTA either could not create or could not validate its file system directory. Exception caught (%1). The MTA service is being stopped.,Event Log,The MTA either could not create or could not validate its file system directory. Exception caught. The MTA service is being stopped.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaStartupEncryptError,ERROR_ALARM,The MTA could not get server credentials from CuEncrypt. CuEncrypt error code=%1. The MTA service is being stopped.,Event Log,The MTA could not get server credentials from CuEncrypt. The MTA service is being stopped.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaStartupSqlerror,ERROR_ALARM,MTA could not read configuration data from the Cisco Unity Connection database because a connection to the database could not be initialized. The MTA service is being stopped.,Event Log,MTA could not read configuration data from the Cisco Unity Connection database because a connection to the database could not be initialized. The MTA service is being stopped.,See the Cisco Unity Connection Troubleshooting Guide.
EvtMtaStartupSqlPropError,ERROR_ALARM,The MTA could not get a configuration property name from the Cisco Unity Connection database (%1). This property either is not set properly or is missing. The MTA service is being stopped.,Event Log,The MTA could not get a configuration property name from the Cisco Unity Connection database. This property either is not set properly or is missing. The MTA service is being stopped.,Verify MTA properties in the database.
EvtMtaUnexpectedException,ERROR_ALARM,Unexpected exception thrown in %1. This event may be helpful for troubleshooting in conjunction with other events. Technical details: %2.,Event Log,Unexpected exception thrown. This event may be helpful for troubleshooting in conjunction with other events.,See the Cisco Unity Connection Troubleshooting Guide.
EvtNetworkRemoverError,ERROR_ALARM,"Task 'Remove Objects Associated With Deleted Remote Sites' failed to remove location %2, encountered following error %1.","Sys Log, Alert log, Event Log",TThe 'Remove Objects Associated With Deleted Remote Sites' task encountered an error. This may be a result of other activity on the system. The next run of the task may not encounter the same issue.,Wait for the 'Remove Objects Associated With Deleted Remote Sites' task to run again to see if errors continue.
EvtNetworkRemoverFailure,WARNING_ALARM,"Location %1 removal failed, not all objects from this location could be removed.","Sys Log, Alert log, Event Log",The remote site/HTTPS location link cannot be deleted because all the objects synchronized with the remote site/HTTPS location have not been removed.,Check the diagnostic logs to determine which objects could not be removed. Resolve any issues with those objects and run the removal task again.
EvtNetworkRemoverObjectInUse,ERROR_ALARM,Task 'Remove Objects Associated With Deleted Remote Sites' failed to remove %1 objects of location %2.,"Event Log, Sys Log",The objects could not be removed because other objects in the system are referring to those objects.,Find the objects that could not be removed and then look for references to those objects from other objects in the system.
EvtNoCodecsConfigured,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: This device has been configured to support no codecs. This device is incapable of sending or receiving audio.,Event Log,Cisco Unity Connection port has been configured to support no codecs. This device is incapable of sending or receiving audio.,"If this is not expected, use Cisco Unity Connection Administration to add codec support to the port."
EvtNohelpForMoreInfoClick,ERROR_ALARM,"For more information, click: %1",Event Log,Link with information,None
EvtNonTerminalError,ERROR_ALARM,Database synchronization thread in component %1 (pid=%2) encountered an unexpected error. Thread has recovered and will continue normal operation. Error: %3.,Event Log,Database synchronization thread encountered an unexpected error. Thread has recovered and will continue normal operation.,None
EvtPartialSkinnyMessage,ERROR_ALARM,Cisco Unity Connection SCCP integration: Warning: A voice mail port detected an incomplete message from the Cisco Unified Communications Manager. This can indicate packet loss or other network problems. Please troubleshoot the network to ensure connectivity and data integrity between Cisco Unity Connection and Cisco Unified Communications Manager.,Event Log,Cisco Unity Connection SCCP integration: Warning: A voice mail port detected an incomplete message from the Cisco Unified Communications Manager. This can indicate packet loss or other network problems.,Please troubleshoot the network to ensure connectivity and data integrity between Cisco Unity Connection and Cisco Unified Communications Manager.
EvtPhNullPointer,ERROR_ALARM,Invalid data (a NULL pointer) found. This is a fatal condition and is not expected. Possible reasons for failure could be data link corruptions or a corrupted stack or memory. TECHNICAL DETAILS: Method %1 returned a NULL pointer on line %2 of file %3.,Event Log,Invalid data (a NULL pointer) found. This is a fatal condition and is not expected. Possible reasons for failure could be data link corruptions or a corrupted stack or memory.,See the Cisco Unity Connection Troubleshooting Guide.
EvtPsDiagMsg,INFORMATIONAL_ALARM,%1,Event Log,Information only,None
EvtReaderDirectoryException,ERROR_ALARM,Directory synchronization with remote site/HTTPS location %1 did not complete because an internal error occurred during synchronization. Error Message: %2,"Sys Log, Alert log, Event Log",Directory synchronization encountered an internal processing error.,Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtReaderDirectoryFeedAccessError,ERROR_ALARM,"Directory synchronization with remote site/HTTPS location %1 did not complete because the intersite bridgehead/HTTPS location returned an error during object feed retrieval (code=%2, message=%3)","Sys Log, Alert Log, Event Log",The intersite bridgehead/HTTPS location object feed contains the directory information necessary to allow addressing messages to users on remote site/locations. An error during object feed retrieval prevents full synchronization with the remote site/location.br> Recommended Action: Use the status code and message to determine the source of the error from the remote web server.,
EvtReaderDirectoryNoSMTPDomain,ERROR_ALARM,Directory synchronization with remote site %1 did not complete because the intersite bridgehead/HTTPS location did not define an SMTP domain.,"Sys Log, Alert Log, Event Log",The SMTP domain is necessary to address and transfer messages between locations. Synchronization will not be possible until the SMTP domain is configured on the remote site/location.,Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtReaderDirectoryOverflow,WARNING_ALARM,Directory size at location %1 has reached 100 percent of capacity while syncing with location %2.,"Sys Log, Alert Log, Event Log",The number of directory objects at this location has reached the supported limit.,"Remove unwanted objects such as users, contacts, distribution lists from network to come out of this condition."
EvtReaderDirectoryRecoverFromOverflow,INFORMATIONAL_ALARM,Directory size at location %1 has recovered from warning while syncing with location %2.,"Sys Log, Alert Log, Event Log",The number of directory objects that have been restored from the warning limit and the Reader is working in normal mode.,None
EvtReaderFullSyncMaxRetries,ERROR_ALARM,Location %1 has encountered Out Of Memory error even after the maximum number of retries while syncing with location %2.,"Sys Log, Event Log",Reader was unable to process the object feed received with the configured feed size even after reducing it by 10 times.,Check Heap Size and Heap related errors.
EvtReaderInfoFeedError,ERROR_ALARM,Directory synchronization with remote site/HTTPS location %1 failed because the remote information URL %2 could not be accessed.,"Sys Log, Alert Log, Event Log","The synchronization task attempts to download the status of the remote site/location, but this status information was not available at this time.",Check the availability of the remote site/location and logs for access errors on the URL.
EvtReaderLocationBusy,ERROR_ALARM,Failed to remove a remote location %1 belonging to the remote site %2.,Event Log,"The remote location belonging to the remote site no longer exists on the remote site, but we cannot remove it because we have directory objects associated with that location.","Examine all objects associated with the remote location and check to see if any of them are referenced by call handlers, or directory handlers. Change the referenced objects to another user and run the synchronization task again."
EvtReaderNetworkLoopDetected,ERROR_ALARM,"Detected loop in HTTPS network for location %1. The location is already part of network through location %2, location is now received again through location %3.","Sys Log, Alert log, Event Log","While processing object changes, Reader failed to apply those changes as it detected network loop.",Check the HTTPS network structure or Network Map to locate the location that is creating loop.
EvtReaderNotFound,ERROR_ALARM,Directory synchronization with a remote site/HTTPS location failed because the location link information could not be found in the database.,"Sys Log, Alert log, Event Log","The synchronization task requires information about the remote location link in order to synchronize, but it could not find the information in the database.",Network information could not be loaded from the database. Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtReaderPublisherOnly,WARNING_ALARM,Directory synchronization with remote site/HTTPS location %1 was skipped because synchronization can only be performed on the publisher.,"Sys Log, Alert log, Event Log",This instance of the directory synchronization task did not run because it was started on a subscriber member of a cluster.,Synchronization can only occur on the publisher member of a cluster. Check task management on the publisher to see the results of network directory synchronization.
EvtReaderRetryFullSyncOutOfMemory,WARNING_ALARM,Location %1 has encountered Out Of Memory error while syncing with location %2.,"Event Log, Sys Log",Reader was unable to process the object feed received with the current feed size.,The next sync will be retried with a reduced feed size.
EvtReaderRetryQueueGettingFull,ERROR_ALARM,Reader retry queue at location %1 has reached 10 percent of capacity while syncing with location %2.,"Event Log, Sys Log, Alert Log","While processing object changes, Reader failed to apply those changes and put those into Retry Queue. This queue is now getting full.",Check the CuSysAgent diagnostic logs to help determine the source of the problem.
EvtReaderSbr,WARNING_ALARM,Directory synchronization with remote site/HTTPS location %1 was skipped because directory synchronization cannot be performed in SBR Mode.,Event Log,This instance of the directory synchronization task did not run because it was started during SBR.,"Directory Synchronization can only be performed during Non-SBR mode. To verify cluster state, check Cluster Management on Cisco Unity Connection Serviceability page."
EvtReaderSyncErrors,ERROR_ALARM,"Directory synchronization with remote site/HTTPS location %1 completed, but there were errors applying changes to the local database.","Sys Log, Event Log",Some object changes cannot be applied to the database due to load issues or other database contention. Reapplying the changes during the next run may succeed.,"The changes that were not applied to the local database will be retried next time the synchronization task runs. If errors continue, check the system logs to determine the cause of the problem."
EvtReconnected,ERROR_ALARM,Database synchronization thread in component %1 (pid=%2) has connected/reconnected to the event publisher.,Event Log,Database synchronization thread has connected/reconnected to the event publisher.,None
EvtReconnectedAuthenticatedMediaClear,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is not capable of media encryption.,Event Log,Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is not capable of media encryption.,None
EvtReconnectedAuthenticatedMediaEncrypt,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is capable of media encryption.,Event Log,Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is capable of media encryption.,None
EvtReconnectedCcm,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2.,Event Log,Cisco Unity Connection port connected to Cisco Unified Communications Manager.,None
EvtReconnectedEncryptedMediaClear,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is not capable of media encryption.,Event Log,Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is not capable of media encryption.,None
EvtReconnectedEncryptedMediaEncrypt,INFORMATIONAL_ALARM,Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is capable of media encryption.,Event Log,Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is capable of media encryption.,None
EvtReconnectedFailover,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so.",None
EvtReconnectedFailoverAuthenticatedMediaClear,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so.",None
EvtReconnectedFailoverAuthenticatedMediaEncrypt,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so.",None
EvtReconnectedFailoverEncryptedMediaClear,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so.",None
EvtReconnectedFailoverEncryptedMediaEncrypt,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, so Cisco Unity Connection will periodically attempt to failback to the primary server, if configured to do so.",None
EvtReconnectedFailoverNofailback,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server.",None
EvtReconnectedFailoverNofailbackAuthMediaClear,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server.",None
EvtReconnectedFailoverNofailbackAuthMediaEncrypt,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an authenticated channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an authenticated channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server.",None
EvtReconnectedFailoverNofailbackEncrMediaClear,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is not capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server.",None
EvtReconnectedFailoverNofailbackEncrMediaEncrypt,INFORMATIONAL_ALARM,"Cisco Unity Connection port %1: Connected to Cisco Unified Communications Manager %2 using an encrypted channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server. Failover Technical Details: %3",Event Log,"Cisco Unity Connection port connected to Cisco Unified Communications Manager using an encrypted channel. This device is capable of media encryption. This is not the primary Cisco Unified Communications Manager in this cluster, but Cisco Unity Connection cannot failback to the primary server.",None
EvtReloadCollectionError,ERROR_ALARM,Database synchronization thread in component %1 (pid=%2) failed loading contents of one or more views from the database. Verify connection to the database. %3,Event Log,Database synchronization thread failed loading contents of one or more views from the database.,Verify that the Connection DB service is running.
EvtReplicatorDbeventError,ERROR_ALARM,An error occurred initializing the connection to Connection DB Event Publisher. Updates may be delayed slightly. TECHNICAL DETAILS: %1,Event Log,An error occurred initializing the connection to Connection DB Event Publisher. Updates may be delayed slightly.,None
EvtReplicatorDbeventStart,INFORMATIONAL_ALARM,The connection to Connection DB Event Publisher has been re-established.,Event Log,The connection to Connection DB Event Publisher has been re-established.,None
EvtReplicatorDbeventStop,INFORMATIONAL_ALARM,The connection to Connection DB Event Publisher has been broken. Updates may be delayed slightly.,Event Log,The connection to Connection DB Event Publisher has been broken. Updates may be delayed slightly.,None
EvtReplicatorDependencyTimeout,ERROR_ALARM,Delay receiving dependent object %1 from location %2. Requests sent = %3. This situation may indicate network connectivity problems.,Event Log,Failure to retrieve dependent object from remote note. Continuing to request it. This situation may indicate network connectivity problems.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorExhaustedRetries,INFORMATIONAL_ALARM,"Remote location %1 has not delivered USN %2, or this location has failed to process it.",Event Log,During network replication we failed to receive and process changes associated with the given USN. Those changes will not be applied to this location.,Perform a synchronization pull from the remote location.
EvtReplicatorFailedDatabaseRead,ERROR_ALARM,Database %1 access error: %2. TECHNICAL DETAILS: %3,Event Log,Error accessing the database.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorFailureToApplyChange,ERROR_ALARM,"Failed applying a %1 change for [%2] to the database. The change came from network node [%3]. The change has been applied partially, but the object may not be accessible to users.",Event Log,"We received changes from a remote network node, but we could not apply all the changes included for the object to the database.","Check the object record on the source node to make sure it is complete and does not conflict with other objects in the network. Pay close attention to the alias, DTMF Extension, and name or display name fields. Previous alarms may provide more detail regarding the cause of the problem."
EvtReplicatorMemoryError,ERROR_ALARM,%1 The system may be low on virtual memory. Close applications and restart Cisco Unity Connection.,Event Log,The system may be low on virtual memory.,Close applications and restart Cisco Unity Connection.
EvtReplicatorMissingUSNObject,ERROR_ALARM,Missing object for request from location %1. USN = %2. This situation may indicate network connectivity problems.,Event Log,A USN requested from remote location has no object associated with it. Ignoring request. This situation may indicate network connectivity problems.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorStalledReceiveReplication,ERROR_ALARM,Detected stalled replication receiving from location %1. Waiting for missing USN %2. This situation may indicate network connectivity problems.,Event Log,Remote node is not sending updates as expected. This situation may indicate network connectivity problems.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorStalledSendReplication,ERROR_ALARM,Detected stalled replication sending to location %1. Waiting for acknowledgment of USN %2. This situation may indicate network connectivity problems.,Event Log,Remote node is not acknowledging updates as expected. This situation may indicate network connectivity problems.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorUnexpectedException,ERROR_ALARM,%1 Unexpected exception thrown. This event may be helpful for troubleshooting in conjunction with other events. Technical details: %2.,Event Log,Unexpected exception thrown. This event may be helpful for troubleshooting in conjunction with other events.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorUSNMismatch,ERROR_ALARM,Requested USN %1 from location %2 does not exist in database. This situation may indicate network connectivity problems.,Event Log,A USN requested from remote location is invalid. Ignoring request. This situation may indicate network connectivity problems.,See the Cisco Unity Connection Troubleshooting Guide.
EvtReplicatorUsrDeleteCHMsgRecipReplace,ERROR_ALARM,"Global User Delete for %1, required a replacement for at least one Call Handler or Interview Handler message recipient.",Event Log,"When a global user is deleted, but there is a call handler or interview handler which is configured to send messages to this user, a replacement recipient is used so the user may be successfully deleted. The replacement recipient is usually the undeliverable message distribution list.",Reconfigure the effected call/interview handler(s) message recipient field.
EvtRlDefaultLangNotInstalled,ERROR_ALARM,The Default language [%1] is not installed. Run Cisco Unity Connection Setup to install the Default language.,Event Log,The Default language is not installed.,Run Cisco Unity Connection Setup to install the Default language.
EvtRlDefaultLangNotLoaded,WARNING_ALARM,The Default language [%1] is not loaded. Adding Default language to Loaded list.,Event Log,The Default language is not loaded. Adding Default language to Loaded list.,None
EvtRlFailedGettingDefaultLang,ERROR_ALARM,Failed to get the Default language.,Event Log,Failed to get the Default language.,See the Cisco Unity Connection Troubleshooting Guide.
EvtRlFailedGettingOsLanguageAbbr,ERROR_ALARM,Failed to get the language abbreviation from the operating system.,Event Log,Failed to get the language abbreviation from the operating system.,See the Cisco Unity Connection Troubleshooting Guide.
EvtRlRegAccessFailed,ERROR_ALARM,Failed to open the ResourceLoader Registry key--unable to load any replacement variables.,Event Log,Failed to open the ResourceLoader Registry key--unable to load any replacement variables.,See the Cisco Unity Connection Troubleshooting Guide.
